buy_orange,buy_light_blue,buy_stations,buy_utilities,max_development_level,unspendable_cash,trade_max_diff_absolute,roi,win,props,houses,hotels,turns
False,True,True,True,5,100,0,0.0,0,0,0,0,59
False,True,True,True,5,100,0,4.6386666666666665,0,8,0,0,175
False,True,True,True,5,100,0,0.0,0,0,0,0,95
False,True,True,True,5,100,0,4.974666666666667,0,6,0,0,187
False,True,True,True,5,100,100,0.0,0,0,0,0,44
False,True,True,True,5,100,100,11.264,1,28,24,0,99
False,True,True,True,5,100,100,0.0,0,0,0,0,34
False,True,True,True,5,100,100,0.0,0,0,0,0,31
False,True,True,True,5,100,100,0.0,0,0,0,0,71
False,True,True,True,5,100,200,0.0,0,0,0,0,44
False,True,True,True,5,100,200,0.0,0,0,0,0,60
False,True,True,True,5,100,200,0.0,0,0,0,0,137
False,True,True,True,5,100,200,0.0,0,0,0,0,28
False,True,True,True,5,100,200,0.0,0,0,0,0,75
False,True,True,True,5,200,0,0.0,0,0,0,0,44
False,True,True,True,5,200,0,4.1513333333333335,0,5,0,0,162
False,True,True,True,5,200,0,0.0,0,0,0,0,83
False,True,True,True,5,200,0,7.789333333333333,0,13,0,0,352
False,True,True,True,5,200,0,6.341333333333333,0,6,0,0,207
False,True,True,True,5,200,100,0.0,0,0,0,0,46
False,True,True,True,5,200,100,0.0,0,0,0,0,102
False,True,True,True,5,200,100,0.0,0,0,0,0,46
False,True,True,True,5,200,100,0.0,0,0,0,0,79
False,True,True,True,5,200,100,22.058666666666667,1,9,0,0,472
False,True,True,True,5,200,200,0.0,0,0,0,0,65
False,True,True,True,5,200,200,0.0,0,0,0,0,51
False,True,True,True,5,200,200,0.0,0,0,0,0,189
False,True,True,True,5,200,200,9.500666666666667,1,28,15,0,109
False,True,True,True,5,200,200,0.0,0,0,0,0,62
False,True,True,False,3,0,0,0.0,0,0,0,0,40
False,True,True,False,3,0,0,4.188,0,5,0,0,159
False,True,True,False,3,0,0,0.0,0,0,0,0,36
False,True,True,False,3,0,0,0.0,0,0,0,0,37
False,True,True,False,3,0,0,0.0,0,0,0,0,94
False,True,True,False,3,0,100,0.0,0,0,0,0,92
False,True,True,False,3,0,100,4.122,0,6,0,0,348
False,True,True,False,3,0,100,8.780666666666667,1,8,0,0,259
False,True,True,False,3,0,100,0.0,0,0,0,0,53
False,True,True,False,3,0,100,6.198666666666667,1,9,0,0,187
False,True,True,False,3,0,200,0.0,0,0,0,0,54
False,True,True,False,3,0,200,5.444,0,10,0,0,189
False,True,True,False,3,0,200,0.0,0,0,0,0,129
False,True,True,False,3,0,200,0.0,0,0,0,0,31
False,True,True,False,3,0,200,0.0,0,0,0,0,44
False,True,True,False,3,100,0,0.0,0,0,0,0,38
False,True,True,False,3,100,0,0.0,0,0,0,0,103
False,True,True,False,3,100,0,0.0,0,0,0,0,48
False,True,True,False,3,100,0,23.464,1,10,9,0,377
False,True,True,False,3,100,0,9.350666666666667,1,9,0,0,211
False,True,True,False,3,100,100,0.0,0,0,0,0,54
False,True,True,False,3,100,100,0.0,0,0,0,0,78
False,True,True,False,3,100,100,0.0,0,0,0,0,36
False,True,True,False,3,100,100,0.0,0,0,0,0,67
False,True,True,False,3,100,100,0.0,0,0,0,0,95
False,True,True,False,3,100,200,0.0,0,0,0,0,45
False,True,True,False,3,100,200,0.0,0,0,0,0,44
False,True,True,False,3,100,200,4.388,0,7,0,0,181
False,True,True,False,3,100,200,5.752,1,19,15,0,42
False,True,True,False,3,100,200,0.0,0,0,0,0,63
False,True,True,False,3,200,0,0.0,0,0,0,0,79
False,True,True,False,3,200,0,4.763333333333334,0,7,0,0,197
False,True,True,False,3,200,0,9.23,1,28,18,0,83
False,True,True,False,3,200,0,5.8613333333333335,1,8,0,0,161
False,True,True,False,3,200,0,5.600666666666666,0,8,0,0,188
False,True,True,False,3,200,100,0.0,0,0,0,0,49
False,True,True,False,3,200,100,0.0,0,0,0,0,55
False,True,True,False,3,200,100,0.0,0,0,0,0,60
False,True,True,False,3,200,100,0.0,0,0,0,0,45
False,True,True,False,3,200,100,0.0,0,0,0,0,54
False,True,True,False,3,200,200,0.0,0,0,0,0,46
False,True,True,False,3,200,200,0.0,0,0,0,0,61
False,True,True,False,3,200,200,0.0,0,0,0,0,86
False,True,True,False,3,200,200,0.0,0,0,0,0,53
False,True,True,False,3,200,200,0.0,0,0,0,0,51
False,True,True,False,5,0,0,0.0,0,0,0,0,169
False,True,True,False,5,0,0,0.0,0,0,0,0,471
False,True,True,False,5,0,0,5.1353333333333335,0,9,0,0,165
False,True,True,False,5,0,0,0.0,0,0,0,0,36
False,True,True,False,5,0,0,4.424,0,7,0,0,180
False,True,True,False,5,0,100,5.224666666666667,0,7,0,0,339
False,True,True,False,5,0,100,4.951333333333333,0,6,0,0,179
False,True,True,False,5,0,100,5.065333333333333,0,6,0,0,194
False,True,True,False,5,0,100,0.0,0,0,0,0,42
False,True,True,False,5,0,100,4.299333333333333,0,7,0,0,226
False,True,True,False,5,0,200,0.0,0,0,0,0,160
False,True,True,False,5,0,200,6.152666666666667,1,8,0,0,196
False,True,True,False,5,0,200,7.827333333333334,1,28,14,0,61
False,True,True,False,5,0,200,5.065333333333333,0,8,0,0,172
False,True,True,False,5,0,200,6.9366666666666665,1,8,0,0,184
False,True,True,False,5,100,0,0.0,0,0,0,0,46
False,True,True,False,5,100,0,4.432666666666667,0,7,0,0,237
False,True,True,False,5,100,0,7.690666666666667,1,9,6,0,222
False,True,True,False,5,100,0,0.0,0,0,0,0,37
False,True,True,False,5,100,0,3.888,0,3,0,0,284
False,True,True,False,5,100,100,0.0,0,0,0,0,84
False,True,True,False,5,100,100,0.0,0,0,0,0,90
False,True,True,False,5,100,100,0.0,0,0,0,0,59
False,True,True,False,5,100,100,0.0,0,0,0,0,33
False,True,True,False,5,100,100,0.0,0,0,0,0,59
False,True,True,False,5,100,200,11.11,1,28,14,0,83
False,True,True,False,5,100,200,0.0,0,0,0,0,70
False,True,True,False,5,100,200,0.0,0,0,0,0,96
False,True,True,False,5,100,200,4.8533333333333335,0,5,0,0,185
False,True,True,False,5,100,200,0.0,0,0,0,0,86
False,True,True,False,5,200,0,77.06266666666667,1,9,0,0,1000
False,True,True,False,5,200,0,0.0,0,0,0,0,130
False,True,True,False,5,200,0,0.0,0,0,0,0,89
False,True,True,False,5,200,0,5.614,0,5,0,0,204
False,True,True,False,5,200,0,0.0,0,0,0,0,64
False,True,True,False,5,200,100,12.094666666666667,1,19,18,0,265
False,True,True,False,5,200,100,0.0,0,0,0,0,45
False,True,True,False,5,200,100,0.0,0,0,0,0,41
False,True,True,False,5,200,100,0.0,0,0,0,0,74
False,True,True,False,5,200,100,10.523333333333333,0,8,0,0,556
False,True,True,False,5,200,200,10.491333333333333,1,9,6,0,281
False,True,True,False,5,200,200,0.0,0,0,0,0,34
False,True,True,False,5,200,200,0.0,0,0,0,0,49
False,True,True,False,5,200,200,4.389333333333333,0,6,0,0,213
False,True,True,False,5,200,200,0.0,0,0,0,0,65
False,True,False,True,3,0,0,0.0,0,0,0,0,48
False,True,False,True,3,0,0,0.0,0,0,0,0,40
False,True,False,True,3,0,0,0.0,0,0,0,0,52
False,True,False,True,3,0,0,0.0,0,0,0,0,160
False,True,False,True,3,0,0,6.258666666666667,1,28,21,0,43
False,True,False,True,3,0,100,0.0,0,0,0,0,93
False,True,False,True,3,0,100,0.0,0,0,0,0,85
False,True,False,True,3,0,100,0.0,0,0,0,0,60
False,True,False,True,3,0,100,0.0,0,0,0,0,42
False,True,False,True,3,0,100,0.0,0,0,0,0,94
False,True,False,True,3,0,200,13.724666666666666,1,28,12,0,136
False,True,False,True,3,0,200,5.939333333333333,1,27,12,0,25
False,True,False,True,3,0,200,4.351333333333334,0,7,0,0,363
False,True,False,True,3,0,200,0.0,0,0,0,0,48
False,True,False,True,3,0,200,0.0,0,0,0,0,51
False,True,False,True,3,100,0,0.0,0,0,0,0,61
False,True,False,True,3,100,0,0.0,0,0,0,0,44
False,True,False,True,3,100,0,0.0,0,0,0,0,146
False,True,False,True,3,100,0,0.0,0,0,0,0,94
False,True,False,True,3,100,0,0.0,0,0,0,0,51
False,True,False,True,3,100,100,5.246,0,7,0,0,171
False,True,False,True,3,100,100,0.0,0,0,0,0,56
False,True,False,True,3,100,100,5.722666666666667,0,8,0,0,226
False,True,False,True,3,100,100,0.0,0,0,0,0,66
False,True,False,True,3,100,100,5.0553333333333335,0,5,0,0,205
False,True,False,True,3,100,200,0.0,0,0,0,0,84
False,True,False,True,3,100,200,5.772666666666667,1,8,0,0,185
False,True,False,True,3,100,200,0.0,0,0,0,0,51
False,True,False,True,3,100,200,0.0,0,0,0,0,29
False,True,False,True,3,100,200,0.0,0,0,0,0,227
False,True,False,True,3,200,0,0.0,0,0,0,0,58
False,True,False,True,3,200,0,0.0,0,0,0,0,39
False,True,False,True,3,200,0,0.0,0,0,0,0,38
False,True,False,True,3,200,0,0.0,0,0,0,0,73
False,True,False,True,3,200,0,8.426,1,28,27,0,80
False,True,False,True,3,200,100,0.0,0,0,0,0,50
False,True,False,True,3,200,100,9.081333333333333,1,28,9,0,120
False,True,False,True,3,200,100,0.0,0,0,0,0,73
False,True,False,True,3,200,100,0.0,0,0,0,0,29
False,True,False,True,3,200,100,0.0,0,0,0,0,32
False,True,False,True,3,200,200,5.379333333333333,0,7,0,0,192
False,True,False,True,3,200,200,0.0,0,0,0,0,44
False,True,False,True,3,200,200,0.0,0,0,0,0,52
False,True,False,True,3,200,200,7.49,1,28,15,0,60
False,True,False,True,3,200,200,0.0,0,0,0,0,66
False,True,False,True,5,0,0,0.0,0,0,0,0,30
False,True,False,True,5,0,0,0.0,0,0,0,0,56
False,True,False,True,5,0,0,4.386,0,8,0,0,173
False,True,False,True,5,0,0,4.235333333333333,0,5,0,0,961
False,True,False,True,5,0,0,4.104,0,6,0,0,403
False,True,False,True,5,0,100,0.0,0,0,0,0,54
False,True,False,True,5,0,100,0.0,0,0,0,0,37
False,True,False,True,5,0,100,0.0,0,0,0,0,97
False,True,False,True,5,0,100,0.0,0,0,0,0,81
False,True,False,True,5,0,100,6.302666666666667,0,7,0,0,208
False,True,False,True,5,0,200,5.156666666666666,1,6,0,0,175
False,True,False,True,5,0,200,9.104666666666667,1,28,15,0,74
False,True,False,True,5,0,200,6.510666666666666,1,7,0,0,184
False,True,False,True,5,0,200,5.013333333333334,1,7,0,0,185
False,True,False,True,5,0,200,0.0,0,0,0,0,66
False,True,False,True,5,100,0,0.0,0,0,0,0,149
False,True,False,True,5,100,0,0.0,0,0,0,0,61
False,True,False,True,5,100,0,7.980666666666667,1,9,0,0,225
False,True,False,True,5,100,0,0.0,0,0,0,0,60
False,True,False,True,5,100,0,0.0,0,0,0,0,55
False,True,False,True,5,100,100,5.743333333333333,1,8,0,0,159
False,True,False,True,5,100,100,0.0,0,0,0,0,82
False,True,False,True,5,100,100,0.0,0,0,0,0,64
False,True,False,True,5,100,100,0.0,0,0,0,0,111
False,True,False,True,5,100,100,4.023333333333333,0,4,0,0,257
False,True,False,True,5,100,200,0.0,0,0,0,0,45
False,True,False,True,5,100,200,7.1786666666666665,0,7,0,0,367
False,True,False,True,5,100,200,7.76,1,28,13,0,93
False,True,False,True,5,100,200,7.570666666666667,1,28,34,0,62
False,True,False,True,5,100,200,0.0,0,0,0,0,190
False,True,False,True,5,200,0,9.364666666666666,0,9,0,0,415
False,True,False,True,5,200,0,11.264,1,28,15,0,137
False,True,False,True,5,200,0,4.224666666666667,0,5,0,0,292
False,True,False,True,5,200,0,0.0,0,0,0,0,57
False,True,False,True,5,200,0,0.0,0,0,0,0,43
False,True,False,True,5,200,100,0.0,0,0,0,0,55
False,True,False,True,5,200,100,0.0,0,0,0,0,87
False,True,False,True,5,200,100,0.0,0,0,0,0,74
False,True,False,True,5,200,100,11.493333333333334,0,5,0,0,889
False,True,False,True,5,200,100,5.398666666666666,0,6,0,0,206
False,True,False,True,5,200,200,10.320666666666666,1,28,23,0,120
False,True,False,True,5,200,200,0.0,0,0,0,0,61
False,True,False,True,5,200,200,0.0,0,0,0,0,55
False,True,False,True,5,200,200,4.236,0,7,0,0,249
False,True,False,True,5,200,200,8.159333333333333,1,28,14,0,113
False,True,False,False,3,0,0,0.0,0,0,0,0,61
False,True,False,False,3,0,0,0.0,0,0,0,0,65
False,True,False,False,3,0,0,9.729333333333333,1,28,18,0,135
False,True,False,False,3,0,0,0.0,0,0,0,0,67
False,True,False,False,3,0,0,0.0,0,0,0,0,34
False,True,False,False,3,0,100,14.174,0,9,6,0,446
False,True,False,False,3,0,100,4.416,0,6,0,0,164
False,True,False,False,3,0,100,0.0,0,0,0,0,26
False,True,False,False,3,0,100,0.0,0,0,0,0,34
False,True,False,False,3,0,100,0.0,0,0,0,0,55
False,True,False,False,3,0,200,0.0,0,0,0,0,48
False,True,False,False,3,0,200,0.0,0,0,0,0,88
False,True,False,False,3,0,200,4.225333333333333,0,4,0,0,199
False,True,False,False,3,0,200,8.362,1,27,22,0,79
False,True,False,False,3,0,200,0.0,0,0,0,0,56
False,True,False,False,3,100,0,4.234,0,6,0,0,856
False,True,False,False,3,100,0,7.960666666666667,1,8,0,0,184
False,True,False,False,3,100,0,6.186,1,7,0,0,179
False,True,False,False,3,100,0,0.0,0,0,0,0,45
False,True,False,False,3,100,0,0.0,0,0,0,0,82
False,True,False,False,3,100,100,0.0,0,0,0,0,56
False,True,False,False,3,100,100,0.0,0,0,0,0,47
False,True,False,False,3,100,100,0.0,0,0,0,0,53
False,True,False,False,3,100,100,0.0,0,0,0,0,39
False,True,False,False,3,100,100,5.13,0,6,0,0,274
False,True,False,False,3,100,200,10.001333333333333,1,28,18,0,64
False,True,False,False,3,100,200,0.0,0,0,0,0,66
False,True,False,False,3,100,200,8.727333333333334,1,28,16,0,71
False,True,False,False,3,100,200,7.266,1,27,15,0,52
False,True,False,False,3,100,200,5.472666666666667,0,8,0,0,217
False,True,False,False,3,200,0,6.441333333333334,1,5,0,0,222
False,True,False,False,3,200,0,0.0,0,0,0,0,75
False,True,False,False,3,200,0,4.110666666666667,0,5,0,0,308
False,True,False,False,3,200,0,0.0,0,0,0,0,63
False,True,False,False,3,200,0,0.0,0,0,0,0,101
False,True,False,False,3,200,100,7.906666666666666,1,28,18,0,56
False,True,False,False,3,200,100,0.0,0,0,0,0,54
False,True,False,False,3,200,100,0.0,0,0,0,0,69
False,True,False,False,3,200,100,0.0,0,0,0,0,57
False,True,False,False,3,200,100,0.0,0,0,0,0,41
False,True,False,False,3,200,200,6.030666666666667,1,28,24,0,43
False,True,False,False,3,200,200,0.0,0,0,0,0,42
False,True,False,False,3,200,200,0.0,0,0,0,0,45
False,True,False,False,3,200,200,9.964666666666666,0,8,6,0,351
False,True,False,False,3,200,200,5.512,0,7,0,0,204
False,True,False,False,5,0,0,3.9886666666666666,0,5,0,0,176
False,True,False,False,5,0,0,0.0,0,0,0,0,67
False,True,False,False,5,0,0,4.985333333333333,0,5,0,0,180
False,True,False,False,5,0,0,5.186,1,6,0,0,174
False,True,False,False,5,0,0,4.346666666666667,0,8,0,0,163
False,True,False,False,5,0,100,6.1706666666666665,1,28,15,0,40
False,True,False,False,5,0,100,0.0,0,0,0,0,37
False,True,False,False,5,0,100,0.0,0,0,0,0,63
False,True,False,False,5,0,100,53.654,1,14,9,0,1000
False,True,False,False,5,0,100,7.995333333333333,1,7,0,0,258
False,True,False,False,5,0,200,5.553333333333334,0,7,0,0,288
False,True,False,False,5,0,200,0.0,0,0,0,0,109
False,True,False,False,5,0,200,0.0,0,0,0,0,73
False,True,False,False,5,0,200,7.152666666666667,0,8,0,0,248
False,True,False,False,5,0,200,0.0,0,0,0,0,83
False,True,False,False,5,100,0,0.0,0,0,0,0,38
False,True,False,False,5,100,0,0.0,0,0,0,0,50
False,True,False,False,5,100,0,0.0,0,0,0,0,53
False,True,False,False,5,100,0,0.0,0,0,0,0,49
False,True,False,False,5,100,0,3.8973333333333335,0,5,0,0,308
False,True,False,False,5,100,100,0.0,0,0,0,0,70
False,True,False,False,5,100,100,7.362666666666667,0,6,0,0,243
False,True,False,False,5,100,100,3.834,0,4,0,0,279
False,True,False,False,5,100,100,6.998,0,7,0,0,238
False,True,False,False,5,100,100,0.0,0,0,0,0,65
False,True,False,False,5,100,200,4.257333333333333,0,7,0,0,397
False,True,False,False,5,100,200,7.9366666666666665,1,28,15,0,62
False,True,False,False,5,100,200,7.754666666666667,1,28,16,0,98
False,True,False,False,5,100,200,0.0,0,0,0,0,25
False,True,False,False,5,100,200,7.446,1,9,0,0,205
False,True,False,False,5,200,0,7.61,1,28,11,0,71
False,True,False,False,5,200,0,0.0,0,0,0,0,55
False,True,False,False,5,200,0,7.02,1,8,0,0,198
False,True,False,False,5,200,0,6.053333333333334,0,8,0,0,196
False,True,False,False,5,200,0,13.564,1,28,15,0,130
False,True,False,False,5,200,100,0.0,0,0,0,0,143
False,True,False,False,5,200,100,0.0,0,0,0,0,67
False,True,False,False,5,200,100,0.0,0,0,0,0,36
False,True,False,False,5,200,100,0.0,0,0,0,0,60
False,True,False,False,5,200,100,0.0,0,0,0,0,87
False,True,False,False,5,200,200,0.0,0,0,0,0,204
False,True,False,False,5,200,200,0.0,0,0,0,0,83
False,True,False,False,5,200,200,0.0,0,0,0,0,77
False,True,False,False,5,200,200,0.0,0,0,0,0,58
False,True,False,False,5,200,200,5.83,1,7,0,0,173
False,False,True,True,3,0,0,7.288666666666667,1,28,13,0,56
False,False,True,True,3,0,0,0.0,0,0,0,0,62
False,False,True,True,3,0,0,9.176,1,28,9,0,77
False,False,True,True,3,0,0,0.0,0,0,0,0,50
False,False,True,True,3,0,0,4.872,0,9,0,0,167
False,False,True,True,3,0,100,7.215333333333334,1,7,0,0,209
False,False,True,True,3,0,100,0.0,0,0,0,0,54
False,False,True,True,3,0,100,4.992,0,5,0,0,190
False,False,True,True,3,0,100,12.414666666666667,1,9,6,0,273
False,False,True,True,3,0,100,5.501333333333333,0,8,0,0,215
False,False,True,True,3,0,200,8.372,1,28,15,0,71
False,False,True,True,3,0,200,5.798666666666667,1,7,0,0,194
False,False,True,True,3,0,200,0.0,0,0,0,0,43
False,False,True,True,3,0,200,0.0,0,0,0,0,54
False,False,True,True,3,0,200,0.0,0,0,0,0,39
False,False,True,True,3,100,0,0.0,0,0,0,0,49
False,False,True,True,3,100,0,0.0,0,0,0,0,58
False,False,True,True,3,100,0,0.0,0,0,0,0,44
False,False,True,True,3,100,0,4.45,0,6,0,0,210
False,False,True,True,3,100,0,0.0,0,0,0,0,49
False,False,True,True,3,100,100,0.0,0,0,0,0,60
False,False,True,True,3,100,100,0.0,0,0,0,0,74
False,False,True,True,3,100,100,0.0,0,0,0,0,84
False,False,True,True,3,100,100,25.480666666666668,0,10,0,0,1000
False,False,True,True,3,100,100,8.784,1,28,23,0,74
False,False,True,True,3,100,200,0.0,0,0,0,0,63
False,False,True,True,3,100,200,6.076,0,7,0,0,408
False,False,True,True,3,100,200,0.0,0,0,0,0,109
False,False,True,True,3,100,200,0.0,0,0,0,0,39
False,False,True,True,3,100,200,5.459333333333333,0,9,0,0,247
False,False,True,True,3,200,0,0.0,0,0,0,0,103
False,False,True,True,3,200,0,0.0,0,0,0,0,65
False,False,True,True,3,200,0,0.0,0,0,0,0,62
False,False,True,True,3,200,0,5.080666666666667,1,7,0,0,159
False,False,True,True,3,200,0,0.0,0,0,0,0,69
False,False,True,True,3,200,100,0.0,0,0,0,0,47
False,False,True,True,3,200,100,6.012666666666667,1,8,0,0,162
False,False,True,True,3,200,100,0.0,0,0,0,0,49
False,False,True,True,3,200,100,9.862,1,26,18,0,81
False,False,True,True,3,200,100,0.0,0,0,0,0,93
False,False,True,True,3,200,200,0.0,0,0,0,0,52
False,False,True,True,3,200,200,0.0,0,0,0,0,74
False,False,True,True,3,200,200,0.0,0,0,0,0,75
False,False,True,True,3,200,200,4.508,0,6,0,0,183
False,False,True,True,3,200,200,0.0,0,0,0,0,44
False,False,True,True,5,0,0,8.594666666666667,1,28,22,0,65
False,False,True,True,5,0,0,0.0,0,0,0,0,59
False,False,True,True,5,0,0,0.0,0,0,0,0,102
False,False,True,True,5,0,0,7.63,1,9,0,0,211
False,False,True,True,5,0,0,8.301333333333334,0,7,0,0,452
False,False,True,True,5,0,100,3.941333333333333,0,4,0,0,220
False,False,True,True,5,0,100,4.639333333333333,0,7,0,0,221
False,False,True,True,5,0,100,5.491333333333333,0,6,0,0,216
False,False,True,True,5,0,100,12.198,0,7,0,0,472
False,False,True,True,5,0,100,0.0,0,0,0,0,59
False,False,True,True,5,0,200,0.0,0,0,0,0,66
False,False,True,True,5,0,200,0.0,0,0,0,0,74
False,False,True,True,5,0,200,6.040666666666667,1,8,0,0,205
False,False,True,True,5,0,200,4.216,0,6,0,0,183
False,False,True,True,5,0,200,0.0,0,0,0,0,59
False,False,True,True,5,100,0,5.1626666666666665,1,7,0,0,153
False,False,True,True,5,100,0,4.728666666666666,0,7,0,0,209
False,False,True,True,5,100,0,3.7533333333333334,0,4,0,0,248
False,False,True,True,5,100,0,5.624,0,9,0,0,167
False,False,True,True,5,100,0,11.959333333333333,1,28,17,0,109
False,False,True,True,5,100,100,0.0,0,0,0,0,56
False,False,True,True,5,100,100,11.177333333333333,0,9,0,0,592
False,False,True,True,5,100,100,0.0,0,0,0,0,47
False,False,True,True,5,100,100,0.0,0,0,0,0,52
False,False,True,True,5,100,100,0.0,0,0,0,0,93
False,False,True,True,5,100,200,6.978,1,9,9,0,82
False,False,True,True,5,100,200,0.0,0,0,0,0,57
False,False,True,True,5,100,200,0.0,0,0,0,0,60
False,False,True,True,5,100,200,0.0,0,0,0,0,44
False,False,True,True,5,100,200,0.0,0,0,0,0,55
False,False,True,True,5,200,0,0.0,0,0,0,0,46
False,False,True,True,5,200,0,0.0,0,0,0,0,91
False,False,True,True,5,200,0,0.0,0,0,0,0,47
False,False,True,True,5,200,0,0.0,0,0,0,0,45
False,False,True,True,5,200,0,0.0,0,0,0,0,45
False,False,True,True,5,200,100,7.365333333333333,1,6,0,0,204
False,False,True,True,5,200,100,0.0,0,0,0,0,42
False,False,True,True,5,200,100,7.508666666666667,1,7,0,0,224
False,False,True,True,5,200,100,0.0,0,0,0,0,44
False,False,True,True,5,200,100,7.735333333333333,1,28,6,0,108
False,False,True,True,5,200,200,0.0,0,0,0,0,51
False,False,True,True,5,200,200,0.0,0,0,0,0,62
False,False,True,True,5,200,200,0.0,0,0,0,0,38
False,False,True,True,5,200,200,6.426,0,4,6,0,233
False,False,True,True,5,200,200,4.6113333333333335,0,6,0,0,210
False,False,True,False,3,0,0,0.0,0,0,0,0,40
False,False,True,False,3,0,0,4.044,0,5,0,0,253
False,False,True,False,3,0,0,4.764,0,8,0,0,171
False,False,True,False,3,0,0,0.0,0,0,0,0,51
False,False,True,False,3,0,0,4.278,0,7,0,0,179
False,False,True,False,3,0,100,9.754,1,28,12,0,90
False,False,True,False,3,0,100,4.059333333333333,0,5,0,0,211
False,False,True,False,3,0,100,7.236666666666666,1,8,0,0,243
False,False,True,False,3,0,100,4.886,0,7,0,0,182
False,False,True,False,3,0,100,9.829333333333333,1,9,6,0,223
False,False,True,False,3,0,200,0.0,0,0,0,0,44
False,False,True,False,3,0,200,0.0,0,0,0,0,94
False,False,True,False,3,0,200,5.795333333333334,1,7,0,0,187
False,False,True,False,3,0,200,0.0,0,0,0,0,63
False,False,True,False,3,0,200,5.8566666666666665,0,8,0,0,177
False,False,True,False,3,100,0,0.0,0,0,0,0,57
False,False,True,False,3,100,0,0.0,0,0,0,0,77
False,False,True,False,3,100,0,0.0,0,0,0,0,77
False,False,True,False,3,100,0,0.0,0,0,0,0,71
False,False,True,False,3,100,0,5.014,0,5,0,0,197
False,False,True,False,3,100,100,4.504666666666667,0,7,0,0,143
False,False,True,False,3,100,100,0.0,0,0,0,0,70
False,False,True,False,3,100,100,5.045333333333334,0,6,0,0,199
False,False,True,False,3,100,100,3.8926666666666665,0,3,0,0,207
False,False,True,False,3,100,100,0.0,0,0,0,0,89
False,False,True,False,3,100,200,0.0,0,0,0,0,68
False,False,True,False,3,100,200,0.0,0,0,0,0,40
False,False,True,False,3,100,200,4.564,0,8,0,0,236
False,False,True,False,3,100,200,0.0,0,0,0,0,53
False,False,True,False,3,100,200,0.0,0,0,0,0,60
False,False,True,False,3,200,0,0.0,0,0,0,0,52
False,False,True,False,3,200,0,0.0,0,0,0,0,86
False,False,True,False,3,200,0,4.65,0,7,0,0,172
False,False,True,False,3,200,0,4.498,0,7,0,0,198
False,False,True,False,3,200,0,0.0,0,0,0,0,72
False,False,True,False,3,200,100,6.3886666666666665,1,25,19,0,49
False,False,True,False,3,200,100,0.0,0,0,0,0,53
False,False,True,False,3,200,100,0.0,0,0,0,0,59
False,False,True,False,3,200,100,0.0,0,0,0,0,60
False,False,True,False,3,200,100,4.104666666666667,0,6,0,0,151
False,False,True,False,3,200,200,4.276666666666666,0,7,0,0,212
False,False,True,False,3,200,200,0.0,0,0,0,0,65
False,False,True,False,3,200,200,0.0,0,0,0,0,66
False,False,True,False,3,200,200,4.38,0,7,0,0,340
False,False,True,False,3,200,200,0.0,0,0,0,0,50
False,False,True,False,5,0,0,0.0,0,0,0,0,59
False,False,True,False,5,0,0,46.358,1,12,0,0,694
False,False,True,False,5,0,0,0.0,0,0,0,0,216
False,False,True,False,5,0,0,0.0,0,0,0,0,58
False,False,True,False,5,0,0,4.440666666666667,0,6,0,0,213
False,False,True,False,5,0,100,6.243333333333333,1,8,0,0,197
False,False,True,False,5,0,100,8.824666666666667,1,28,15,0,105
False,False,True,False,5,0,100,0.0,0,0,0,0,37
False,False,True,False,5,0,100,0.0,0,0,0,0,64
False,False,True,False,5,0,100,8.15,1,28,26,0,70
False,False,True,False,5,0,200,7.3453333333333335,1,10,0,0,238
False,False,True,False,5,0,200,0.0,0,0,0,0,53
False,False,True,False,5,0,200,0.0,0,0,0,0,38
False,False,True,False,5,0,200,21.328,0,10,0,0,890
False,False,True,False,5,0,200,4.886,0,6,0,0,186
False,False,True,False,5,100,0,11.547333333333333,1,28,18,0,139
False,False,True,False,5,100,0,0.0,0,0,0,0,53
False,False,True,False,5,100,0,0.0,0,0,0,0,78
False,False,True,False,5,100,0,0.0,0,0,0,0,48
False,False,True,False,5,100,0,0.0,0,0,0,0,31
False,False,True,False,5,100,100,0.0,0,0,0,0,97
False,False,True,False,5,100,100,6.306,0,7,0,0,252
False,False,True,False,5,100,100,0.0,0,0,0,0,53
False,False,True,False,5,100,100,4.326,0,5,0,0,313
False,False,True,False,5,100,100,9.004666666666667,1,28,16,0,104
False,False,True,False,5,100,200,14.940666666666667,1,19,18,0,275
False,False,True,False,5,100,200,0.0,0,0,0,0,51
False,False,True,False,5,100,200,4.728666666666666,0,7,0,0,176
False,False,True,False,5,100,200,0.0,0,0,0,0,76
False,False,True,False,5,100,200,0.0,0,0,0,0,69
False,False,True,False,5,200,0,5.4206666666666665,0,4,0,0,191
False,False,True,False,5,200,0,0.0,0,0,0,0,68
False,False,True,False,5,200,0,0.0,0,0,0,0,38
False,False,True,False,5,200,0,7.941333333333334,1,25,18,0,80
False,False,True,False,5,200,0,6.243333333333333,0,7,0,0,208
False,False,True,False,5,200,100,4.043333333333333,0,4,0,0,232
False,False,True,False,5,200,100,0.0,0,0,0,0,47
False,False,True,False,5,200,100,7.322,1,24,24,0,54
False,False,True,False,5,200,100,4.503333333333333,0,5,0,0,199
False,False,True,False,5,200,100,0.0,0,0,0,0,49
False,False,True,False,5,200,200,6.817333333333333,1,9,0,0,196
False,False,True,False,5,200,200,9.846,1,28,18,0,108
False,False,True,False,5,200,200,0.0,0,0,0,0,94
False,False,True,False,5,200,200,0.0,0,0,0,0,61
